1	0.0
2	93.0
3	66.0
4	0.0
5	26.0
6	34.0
7	71.0
8	23.0
9	71.0
10	61.0
11	63.0
12	0.0
13	63.0
14	22.0
15	23.0
16	15.0
17	9.0
18	24.0
19	13.0
20	52.0
21	60.0
22	49.0
23	6.0
24	33.0
25	0.0
26	84.0
27	0.0
28	67.0
29	25.0
30	0.0
31	0.0
32	45.0
33	43.0
34	3.0
35	83.0
36	0.0
37	14.0
38	0.0
39	0.0
40	0.0
41	0.0
42	0.0
43	0.0
44	6.0
45	0.0
46	0.0
47	0.0
48	34.0
49	0.0
50	32.0
51	0.0
52	0.0
53	0.0
54	70.0
55	63.0
56	0.0
57	17.0
58	12.0
59	0.0
60	0.0
61	0.0
62	0.0
63	0.0
64	21.0
65	9.0
66	30.0
67	24.0
68	0.0
69	0.0
70	2.0
71	26.0
72	14.0
73	0.0
74	0.0
75	54.0
76	87.0
77	0.0
78	0.0
79	20.0
80	10.0
81	0.0
82	0.0
83	3.0
84	44.0
85	27.0
86	0.0
87	30.0
88	0.0
89	0.0
90	91.0
91	31.0
92	0.0
93	44.0
94	0.0
95	89.0
96	0.0
97	0.0
98	18.0
99	38.0
100	21.0
101	0.0
102	21.0
103	0.0
104	67.0
105	62.0
106	11.0
107	75.0
108	38.0
109	86.0
110	0.0
111	0.0
112	0.0
113	0.0
114	0.0
115	0.0
116	27.0
117	36.0
118	2.0
119	34.0
120	0.0
121	0.0
122	56.0
123	0.0
124	0.0
125	38.0
126	0.0
127	0.0
128	12.0
129	4.0
130	29.0
131	0.0
132	45.0
133	21.0
134	0.0
135	0.0
136	0.0
137	0.0
138	0.0
139	30.0
140	33.0
141	8.0
142	0.0
143	0.0
144	0.0
145	8.0
146	0.0
147	0.0
148	50.0
149	15.0
150	20.0
151	0.0
153	40.0
154	8.0
155	0.0
156	4.0
158	0.0
159	0.0
160	0.0
161	24.0
162	0.0
163	33.0
164	0.0
165	30.0
166	0.0
167	0.0
168	0.0
169	0.0
170	4.0
171	87.0
172	0.0
173	0.0
174	49.0
175	64.0
176	10.0
177	0.0
178	14.0
179	72.0
180	67.0
181	0.0
182	0.0
183	0.0
184	13.0
185	0.0
186	12.0
187	28.0
188	0.0
189	54.0
190	0.0
191	8.0
192	3.0
193	0.0
194	25.0
195	32.0
196	0.0
197	3.0
198	0.0
199	0.0
200	0.0
201	45.0
202	0.0
203	8.0
204	0.0
205	0.0
206	0.0
207	0.0
208	0.0
209	2.0
210	30.0
211	0.0
212	0.0
213	4.0
214	6.0
215	0.0
216	0.0
217	0.0
218	10.0
219	0.0
220	5.0
221	25.0
222	41.0
223	17.0
224	49.0
225	0.0
226	0.0
228	6.0
229	0.0
230	6.0
231	0.0
232	0.0
233	29.0
234	44.0
235	0.0
236	86.0
237	77.0
238	67.0
239	18.0
240	4.0
241	93.0
242	0.0
243	0.0
244	27.0
245	54.0
246	0.0
247	0.0
248	0.0
249	0.0
250	89.0
251	48.0
252	0.0
253	0.0
500	38.0
501	13.0
502	17.0
503	46.0
504	8.0
505	0.0
506	0.0
507	22.0
508	0.0
509	0.0
510	0.0
511	53.0
512	0.0
513	37.0
514	0.0
515	56.0
516	17.0
517	53.0
518	0.0
519	6.0
520	0.0
521	19.0
522	0.0
523	0.0
524	50.0
525	18.0
526	60.0
527	2.0
528	42.0
529	2.0
530	40.0
531	5.0
532	31.0
533	11.0
534	68.0
535	55.0
536	0.0
537	2.0
538	15.0
539	7.0
540	63.0
541	6.0
542	4.0
543	48.0
544	2.0
545	8.0
546	10.0
547	0.0
548	0.0
549	0.0
550	33.0
551	0.0
552	7.0
553	0.0
554	0.0
555	13.0
556	65.0
557	0.0
558	31.0
559	36.0
560	23.0
561	13.0
562	2.0
563	0.0
564	44.0
565	0.0
566	60.0
567	50.0
568	0.0
569	32.0
570	0.0
571	32.0
572	34.0
573	0.0
574	20.0
575	75.0
576	0.0
577	21.0
578	0.0
579	0.0
580	63.0
581	0.0
582	0.0
583	0.0
584	0.0
585	0.0
586	43.0
587	47.0
588	30.0
589	0.0
590	0.0
591	0.0
592	41.0
593	8.0
594	0.0
595	17.0
596	43.0
597	45.0
598	0.0
599	14.0
600	18.0
601	0.0
602	0.0
603	0.0
604	11.0
605	0.0
606	0.0
607	43.0
608	0.0
609	0.0
610	0.0
611	13.0
612	47.0
613	5.0
614	36.0
615	0.0
616	0.0
617	43.0
618	20.0
619	8.0
620	2.0
621	4.0
622	23.0
623	13.0
624	0.0
625	43.0
626	62.0
627	50.0
628	33.0
629	0.0
630	37.0
631	71.0
632	27.0
633	2.0
634	11.0
635	33.0
636	8.0
637	37.0
638	1.0
639	0.0
640	0.0
641	6.0
642	43.0
643	0.0
644	0.0
645	0.0
646	0.0
647	42.0
648	0.0
649	72.0
650	13.0
651	13.0
652	0.0
653	18.0
654	45.0
655	0.0
656	1.0
657	0.0
658	10.0
659	0.0
660	8.0
661	0.0
662	13.0
663	18.0
664	15.0
665	14.0
666	38.0
667	24.0
668	0.0
669	0.0
670	0.0
671	0.0
672	21.0
673	12.0
674	44.0
675	70.0
676	46.0
677	0.0
678	0.0
679	0.0
680	50.0
681	0.0
682	39.0
683	0.0
684	29.0
685	82.0
686	0.0
687	20.0
688	38.0
689	0.0
690	2.0
691	3.0
692	0.0
693	0.0
694	6.0
695	37.0
696	0.0
697	0.0
698	0.0
699	4.0
700	1.0
701	0.0
702	64.0
703	17.0
704	56.0
705	19.0
706	0.0
707	0.0
708	0.0
709	0.0
710	37.0
711	35.0
712	0.0
713	2.0
714	61.0
715	27.0
716	0.0
717	0.0
718	0.0
719	8.0
720	35.0
721	40.0
722	5.0
723	0.0
724	0.0
725	47.0
726	2.0
727	12.0
728	29.0
729	44.0
730	49.0
731	2.0
732	0.0
733	5.0
734	0.0
735	63.0
736	0.0
737	82.0
738	0.0
739	42.0
740	0.0
741	25.0
742	0.0
743	12.0
744	7.0
745	10.0
746	55.0
747	23.0
748	0.0
749	13.0
750	32.0
751	21.0
752	0.0
753	35.0
754	0.0
755	17.0
756	0.0
757	0.0
758	17.0
759	70.0
760	59.0
761	0.0
762	22.0
763	3.0
764	19.0
765	54.0
766	0.0
767	0.0
768	57.0
769	32.0
770	0.0
771	0.0
772	49.0
773	1.0
774	0.0
775	29.0
776	0.0
777	52.0
778	0.0
779	0.0
780	2.0
781	10.0
782	31.0
783	49.0
784	13.0
785	30.0
786	0.0
787	33.0
788	0.0
789	0.0
790	0.0
791	0.0
792	0.0
793	12.0
794	36.0
795	0.0
796	17.0
797	2.0
798	0.0
799	4.0
800	55.0
801	16.0
802	2.0
803	9.0
804	20.0
805	0.0
806	0.0
807	22.0
808	31.0
809	14.0
810	7.0
811	0.0
812	0.0
813	0.0
814	39.0
815	0.0
816	0.0
817	0.0
818	18.0
819	0.0
820	9.0
821	0.0
822	0.0
823	0.0
824	28.0
825	59.0
826	8.0
827	11.0
828	8.0
829	56.0
830	0.0
831	72.0
832	13.0
833	0.0
834	0.0
835	76.0
836	5.0
837	37.0
838	38.0
839	27.0
840	0.0
841	0.0
842	0.0
843	2.0
844	0.0
845	0.0
846	0.0
847	17.0
848	18.0
849	25.0
850	0.0
851	0.0
852	57.0
853	33.0
854	1.0
855	0.0
856	0.0
857	17.0
858	63.0
859	41.0
860	52.0
861	0.0
862	8.0
863	0.0
864	47.0
865	0.0
866	70.0
867	0.0
868	0.0
869	49.0
870	3.0
871	0.0
872	0.0
873	22.0
874	0.0
875	9.0
876	10.0
877	52.0
878	38.0
879	21.0
880	0.0
881	0.0
882	0.0
883	75.0
884	37.0
885	10.0
886	0.0
887	0.0
888	15.0
889	0.0
890	39.0
891	0.0
892	29.0
893	53.0
894	32.0
895	0.0
896	0.0
897	0.0
898	0.0
899	54.0
900	0.0
901	0.0
902	0.0
903	0.0
904	2.0
905	0.0
906	0.0
907	0.0
908	4.0
909	21.0
910	27.0
911	43.0
912	0.0
913	59.0
914	0.0
915	0.0
916	5.0
917	9.0
918	30.0
919	28.0
920	0.0
921	0.0
922	42.0
923	47.0
924	39.0
925	0.0
926	41.0
927	16.0
928	22.0
929	0.0
930	35.0
931	33.0
932	82.0
933	42.0
934	66.0
935	0.0
936	44.0
937	0.0
938	50.0
939	0.0
940	0.0
941	11.0
942	0.0
943	0.0
944	0.0
945	0.0
946	40.0
947	38.0
948	84.0
949	15.0
950	42.0
951	13.0
952	21.0
953	47.0
954	33.0
955	18.0
956	36.0
957	0.0
958	15.0
959	40.0
960	59.0
961	61.0
962	33.0
963	12.0
964	3.0
965	16.0
966	0.0
967	49.0
968	4.0
969	0.0
970	13.0
971	30.0
972	6.0
973	0.0
974	0.0
975	0.0
976	50.0
977	0.0
978	8.0
979	20.0
980	3.0
981	17.0
982	13.0
983	0.0
984	1.0
985	17.0
986	49.0
987	17.0
988	73.0
989	17.0
990	0.0
991	0.0
992	34.0
993	17.0
994	0.0
995	54.0
996	15.0
997	48.0
998	14.0
999	60.0
1000	0.0
1001	3.0
1002	48.0
1003	39.0
1004	9.0
1005	0.0
1006	0.0
1007	0.0
1008	0.0
1009	0.0
1010	0.0
1011	5.0
1012	0.0
1013	60.0
1014	0.0
1015	45.0
1016	49.0
1017	0.0
1018	0.0
1019	15.0
1020	20.0
1021	0.0
1022	8.0
1023	64.0
1024	25.0
1025	52.0
1026	0.0
1027	23.0
1028	31.0
1029	0.0
1030	37.0
1031	12.0
1032	0.0
1033	58.0
1034	0.0
1035	0.0
1036	5.0
1037	24.0
1038	0.0
1039	0.0
1040	0.0
1041	0.0
1042	8.0
1043	14.0
1044	25.0
1045	8.0
1046	30.0
1047	0.0
1048	29.0
1049	0.0
